submission_id,QUD,RT,age,comments,education,endTime,experiment_id,gender,id,languages,option1,option2,option3,option4,option5,optionLeft,optionRight,question,response,s1,s2,s3,s4,s5,startDate,startTime,text1,text2,timeSpent,trial_name,trial_number
2762,NA,NA,23,,Graduated High School,1629631753618,281,male,6,German,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+3,NA,NA,NA,NA,NA,Sun Aug 22 2021 13:28:20 GMT+0200 (Central European Summer Time),1629631700132, <br/><br/>Approximately 60% of the other participants who agree with you on your chosen issue chose to let the robber go.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.8914333333333333,moral_dilemma_2A,1
2762,NA,NA,23,,Graduated High School,1629631753618,281,male,s1,German,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Sun Aug 22 2021 13:28:20 GMT+0200 (Central European Summer Time),1629631700132,NA,NA,0.8914333333333333,understanding_choice,1
2762,,17363,23,,Graduated High School,1629631753618,281,male,NA,German,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,2,NA,NA,NA,NA,NA,Sun Aug 22 2021 13:28:20 GMT+0200 (Central European Summer Time),1629631700132,NA,NA,0.8914333333333333,emotions_fake,1
2761,NA,NA,20,,Graduated High School,1629623892455,281,female,s4,Deutsch ,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Abortion,NA,NA,NA,NA,NA,Sun Aug 22 2021 11:17:53 GMT+0200 (CEST),1629623873718,NA,NA,0.31228333333333336,sentence_customized,1
2761,NA,NA,20,,Graduated High School,1629623892455,281,female,NA,Deutsch ,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,-5,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sun Aug 22 2021 11:17:53 GMT+0200 (CEST),1629623873718,NA,NA,0.31228333333333336,rating_choice,1
2761,NA,NA,20,,Graduated High School,1629623892455,281,female,6,Deutsch ,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+3,NA,NA,NA,NA,NA,Sun Aug 22 2021 11:17:53 GMT+0200 (CEST),1629623873718, <br/><br/>Approximately 60% of the other participants who agree with you on your chosen issue chose to let the robber go.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.31228333333333336,moral_dilemma_2A,1
2761,NA,NA,20,,Graduated High School,1629623892455,281,female,s1,Deutsch ,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Sun Aug 22 2021 11:17:53 GMT+0200 (CEST),1629623873718,NA,NA,0.31228333333333336,understanding_choice,1
2761,,3446,20,,Graduated High School,1629623892455,281,female,NA,Deutsch ,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,2,NA,NA,NA,NA,NA,Sun Aug 22 2021 11:17:53 GMT+0200 (CEST),1629623873718,NA,NA,0.31228333333333336,emotions_fake,1
2760,NA,NA,17,Not yet graduated,Graduated High School,1629623100908,281,male,s5,German,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Political Orientation,NA,NA,NA,NA,NA,Sun Aug 22 2021 11:04:41 GMT+0200 (CEST),1629623081815,NA,NA,0.31821666666666665,sentence_customized,1
2760,NA,NA,17,Not yet graduated,Graduated High School,1629623100908,281,male,NA,German,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+3,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sun Aug 22 2021 11:04:41 GMT+0200 (CEST),1629623081815,NA,NA,0.31821666666666665,rating_choice,1
2760,NA,NA,17,Not yet graduated,Graduated High School,1629623100908,281,male,5,German,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+2,NA,NA,NA,NA,NA,Sun Aug 22 2021 11:04:41 GMT+0200 (CEST),1629623081815, <br/><br/>Approximately 60% of the other participants who agree with you on  your chosen issue chose to report the robber. <br/><br/> Approximately 85% of participants in a previous study who disagreed with you on  your chosen issue chose to let the robber go.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.31821666666666665,moral_dilemma_2A,1
2760,NA,NA,17,Not yet graduated,Graduated High School,1629623100908,281,male,s1,German,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Sun Aug 22 2021 11:04:41 GMT+0200 (CEST),1629623081815,NA,NA,0.31821666666666665,understanding_choice,1
2760,,6604,17,Not yet graduated,Graduated High School,1629623100908,281,male,NA,German,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,1,NA,NA,NA,NA,NA,Sun Aug 22 2021 11:04:41 GMT+0200 (CEST),1629623081815,NA,NA,0.31821666666666665,emotions_fake,1
2759,NA,NA,23,,Higher Degree,1629622884194,281,female,s3,"German, English, Kreol",Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Vaccine against Covid-19,NA,NA,NA,NA,NA,Sun Aug 22 2021 11:00:09 GMT+0200 (Mitteleuropäische Sommerzeit),1629622809859,NA,NA,1.2389166666666667,sentence_customized,1
2759,NA,NA,23,,Higher Degree,1629622884194,281,female,NA,"German, English, Kreol",NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+4,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sun Aug 22 2021 11:00:09 GMT+0200 (Mitteleuropäische Sommerzeit),1629622809859,NA,NA,1.2389166666666667,rating_choice,1
2759,NA,NA,23,,Higher Degree,1629622884194,281,female,4,"German, English, Kreol",NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+1,NA,NA,NA,NA,NA,Sun Aug 22 2021 11:00:09 GMT+0200 (Mitteleuropäische Sommerzeit),1629622809859, <br/><br/>Approximately 60% of the other participants who agree with you on  your chosen issue chose to let the robber go. <br/><br/> Approximately 85% of participants in a previous study who disagreed with you on  your chosen issue chose to report the robber.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",1.2389166666666667,moral_dilemma_2A,1
2759,NA,NA,23,,Higher Degree,1629622884194,281,female,s1,"German, English, Kreol",Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Sun Aug 22 2021 11:00:09 GMT+0200 (Mitteleuropäische Sommerzeit),1629622809859,NA,NA,1.2389166666666667,understanding_choice,1
2759,,3237,23,,Higher Degree,1629622884194,281,female,NA,"German, English, Kreol",NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,5,NA,NA,NA,NA,NA,Sun Aug 22 2021 11:00:09 GMT+0200 (Mitteleuropäische Sommerzeit),1629622809859,NA,NA,1.2389166666666667,emotions_fake,1
2756,NA,NA,18,,Graduated High School,1629616506475,281,female,s1,German,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Animal Products,NA,NA,NA,NA,NA,Sun Aug 22 2021 09:14:05 GMT+0200 (Mitteleuropäische Sommerzeit),1629616445955,NA,NA,1.0086666666666666,sentence_customized,1
2756,NA,NA,18,,Graduated High School,1629616506475,281,female,NA,German,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+4,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sun Aug 22 2021 09:14:05 GMT+0200 (Mitteleuropäische Sommerzeit),1629616445955,NA,NA,1.0086666666666666,rating_choice,1
2756,NA,NA,18,,Graduated High School,1629616506475,281,female,6,German,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+3,NA,NA,NA,NA,NA,Sun Aug 22 2021 09:14:05 GMT+0200 (Mitteleuropäische Sommerzeit),1629616445955, <br/><br/>Approximately 60% of the other participants who agree with you on  your chosen issue chose to report the robber. <br/><br/> Approximately 85% of participants in a previous study who disagreed with you on  your chosen issue chose to let the robber go.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",1.0086666666666666,moral_dilemma_2A,1
2756,NA,NA,18,,Graduated High School,1629616506475,281,female,s5,German,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",I don't understand what is happening here.,NA,NA,NA,NA,NA,Sun Aug 22 2021 09:14:05 GMT+0200 (Mitteleuropäische Sommerzeit),1629616445955,NA,NA,1.0086666666666666,understanding_choice,1
2756,,3687,18,,Graduated High School,1629616506475,281,female,NA,German,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,2,NA,NA,NA,NA,NA,Sun Aug 22 2021 09:14:05 GMT+0200 (Mitteleuropäische Sommerzeit),1629616445955,NA,NA,1.0086666666666666,emotions_fake,1
2755,NA,NA,22,,Graduated College,1629613735521,281,female,s1,German ,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Animal Products,NA,NA,NA,NA,NA,Sun Aug 22 2021 08:28:28 GMT+0200 (Mitteleuropäische Sommerzeit),1629613708452,NA,NA,0.45115,sentence_customized,1
2755,NA,NA,22,,Graduated College,1629613735521,281,female,NA,German ,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,-1,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sun Aug 22 2021 08:28:28 GMT+0200 (Mitteleuropäische Sommerzeit),1629613708452,NA,NA,0.45115,rating_choice,1
2755,NA,NA,22,,Graduated College,1629613735521,281,female,5,German ,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+2,NA,NA,NA,NA,NA,Sun Aug 22 2021 08:28:28 GMT+0200 (Mitteleuropäische Sommerzeit),1629613708452, <br/><br/>Approximately 60% of the other participants who agree with you on  your chosen issue chose to let the robber go. <br/><br/> Approximately 85% of participants in a previous study who disagreed with you on  your chosen issue chose to report the robber.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.45115,moral_dilemma_2A,1
2755,NA,NA,22,,Graduated College,1629613735521,281,female,s1,German ,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Sun Aug 22 2021 08:28:28 GMT+0200 (Mitteleuropäische Sommerzeit),1629613708452,NA,NA,0.45115,understanding_choice,1
2755,,7483,22,,Graduated College,1629613735521,281,female,NA,German ,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,3,NA,NA,NA,NA,NA,Sun Aug 22 2021 08:28:28 GMT+0200 (Mitteleuropäische Sommerzeit),1629613708452,NA,NA,0.45115,emotions_fake,1
2753,NA,NA,23,,Graduated College,1629597974164,281,female,s5,German,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Political Orientation,NA,NA,NA,NA,NA,Sun Aug 22 2021 04:05:36 GMT+0200 (Central European Summer Time),1629597936234,NA,NA,0.6321666666666667,sentence_customized,1
2753,NA,NA,23,,Graduated College,1629597974164,281,female,NA,German,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+5,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sun Aug 22 2021 04:05:36 GMT+0200 (Central European Summer Time),1629597936234,NA,NA,0.6321666666666667,rating_choice,1
2753,NA,NA,23,,Graduated College,1629597974164,281,female,6,German,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+3,NA,NA,NA,NA,NA,Sun Aug 22 2021 04:05:36 GMT+0200 (Central European Summer Time),1629597936234, <br/><br/>Approximately 60% of the other participants who agree with you on  your chosen issue chose to report the robber. <br/><br/> Approximately 85% of participants in a previous study who disagreed with you on  your chosen issue chose to let the robber go.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.6321666666666667,moral_dilemma_2A,1
2753,NA,NA,23,,Graduated College,1629597974164,281,female,s5,German,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",I don't understand what is happening here.,NA,NA,NA,NA,NA,Sun Aug 22 2021 04:05:36 GMT+0200 (Central European Summer Time),1629597936234,NA,NA,0.6321666666666667,understanding_choice,1
2753,,18896,23,,Graduated College,1629597974164,281,female,NA,German,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,1,NA,NA,NA,NA,NA,Sun Aug 22 2021 04:05:36 GMT+0200 (Central European Summer Time),1629597936234,NA,NA,0.6321666666666667,emotions_fake,1
2752,NA,NA,20,,Graduated High School,1629590512693,281,female,s3,,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Vaccine against Covid-19,NA,NA,NA,NA,NA,Sat Aug 21 2021 20:01:32 GMT-0400 (EDT),1629590492841,NA,NA,0.33086666666666664,sentence_customized,1
2752,NA,NA,20,,Graduated High School,1629590512693,281,female,NA,,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+5,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sat Aug 21 2021 20:01:32 GMT-0400 (EDT),1629590492841,NA,NA,0.33086666666666664,rating_choice,1
2752,NA,NA,20,,Graduated High School,1629590512693,281,female,5,,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+2,NA,NA,NA,NA,NA,Sat Aug 21 2021 20:01:32 GMT-0400 (EDT),1629590492841, <br/><br/>Approximately 60% of the other participants who agree with you on your chosen issue chose to let the robber go.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.33086666666666664,moral_dilemma_2A,1
2752,NA,NA,20,,Graduated High School,1629590512693,281,female,s1,,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Sat Aug 21 2021 20:01:32 GMT-0400 (EDT),1629590492841,NA,NA,0.33086666666666664,understanding_choice,1
2752,,2900,20,,Graduated High School,1629590512693,281,female,NA,,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,3,NA,NA,NA,NA,NA,Sat Aug 21 2021 20:01:32 GMT-0400 (EDT),1629590492841,NA,NA,0.33086666666666664,emotions_fake,1
2750,NA,NA,18,,Graduated High School,1629585129651,281,divers,s2,English ,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Protesting,NA,NA,NA,NA,NA,Sat Aug 21 2021 23:31:48 GMT+0100 (BST),1629585108747,NA,NA,0.3484,sentence_customized,1
2750,NA,NA,18,,Graduated High School,1629585129651,281,divers,NA,English ,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,-3,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sat Aug 21 2021 23:31:48 GMT+0100 (BST),1629585108747,NA,NA,0.3484,rating_choice,1
2750,NA,NA,18,,Graduated High School,1629585129651,281,divers,6,English ,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+3,NA,NA,NA,NA,NA,Sat Aug 21 2021 23:31:48 GMT+0100 (BST),1629585108747, <br/><br/>60% of the other participants who agree with you on your chosen issue chose to report the robber.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.3484,moral_dilemma_2A,1
2750,NA,NA,18,,Graduated High School,1629585129651,281,divers,s5,English ,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",I don't understand what is happening here.,NA,NA,NA,NA,NA,Sat Aug 21 2021 23:31:48 GMT+0100 (BST),1629585108747,NA,NA,0.3484,understanding_choice,1
2750,,7127,18,,Graduated High School,1629585129651,281,divers,NA,English ,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,3,NA,NA,NA,NA,NA,Sat Aug 21 2021 23:31:48 GMT+0100 (BST),1629585108747,NA,NA,0.3484,emotions_fake,1
2749,NA,NA,36,,Higher Degree,1629584993125,281,female,s3,English,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Vaccine against Covid-19,NA,NA,NA,NA,NA,Sat Aug 21 2021 16:29:19 GMT-0600 (MDT),1629584959699,NA,NA,0.5571,sentence_customized,1
2749,NA,NA,36,,Higher Degree,1629584993125,281,female,NA,English,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+5,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sat Aug 21 2021 16:29:19 GMT-0600 (MDT),1629584959699,NA,NA,0.5571,rating_choice,1
2749,NA,NA,36,,Higher Degree,1629584993125,281,female,5,English,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+2,NA,NA,NA,NA,NA,Sat Aug 21 2021 16:29:19 GMT-0600 (MDT),1629584959699, <br/><br/>Approximately 60% of the other participants who agree with you on your chosen issue chose to let the robber go.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.5571,moral_dilemma_2A,1
2749,NA,NA,36,,Higher Degree,1629584993125,281,female,s5,English,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",I don't understand what is happening here.,NA,NA,NA,NA,NA,Sat Aug 21 2021 16:29:19 GMT-0600 (MDT),1629584959699,NA,NA,0.5571,understanding_choice,1
2749,,4169,36,,Higher Degree,1629584993125,281,female,NA,English,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,4,NA,NA,NA,NA,NA,Sat Aug 21 2021 16:29:19 GMT-0600 (MDT),1629584959699,NA,NA,0.5571,emotions_fake,1
2748,NA,NA,20,,Graduated High School,1629583867022,281,female,s3,English,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Vaccine against Covid-19,NA,NA,NA,NA,NA,Sat Aug 21 2021 18:10:34 GMT-0400 (Eastern Daylight Time),1629583834368,NA,NA,0.5442333333333333,sentence_customized,1
2748,NA,NA,20,,Graduated High School,1629583867022,281,female,NA,English,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+4,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sat Aug 21 2021 18:10:34 GMT-0400 (Eastern Daylight Time),1629583834368,NA,NA,0.5442333333333333,rating_choice,1
2748,NA,NA,20,,Graduated High School,1629583867022,281,female,4,English,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+1,NA,NA,NA,NA,NA,Sat Aug 21 2021 18:10:34 GMT-0400 (Eastern Daylight Time),1629583834368, <br/><br/>Approximately 60% of the other participants who agree with you on  your chosen issue chose to report the robber. <br/><br/> Approximately 85% of participants in a previous study who disagreed with you on  your chosen issue chose to let the robber go.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.5442333333333333,moral_dilemma_2A,1
2748,NA,NA,20,,Graduated High School,1629583867022,281,female,s1,English,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Sat Aug 21 2021 18:10:34 GMT-0400 (Eastern Daylight Time),1629583834368,NA,NA,0.5442333333333333,understanding_choice,1
2748,,21790,20,,Graduated High School,1629583867022,281,female,NA,English,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,3,NA,NA,NA,NA,NA,Sat Aug 21 2021 18:10:34 GMT-0400 (Eastern Daylight Time),1629583834368,NA,NA,0.5442333333333333,emotions_fake,1
2747,NA,NA,31,,Higher Degree,1629583000237,281,female,s3,Italian,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Vaccine against Covid-19,NA,NA,NA,NA,NA,Sat Aug 21 2021 23:56:13 GMT+0200 (Ora legale dell’Europa centrale),1629582973699,NA,NA,0.4423,sentence_customized,1
2747,NA,NA,31,,Higher Degree,1629583000237,281,female,NA,Italian,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+3,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sat Aug 21 2021 23:56:13 GMT+0200 (Ora legale dell’Europa centrale),1629582973699,NA,NA,0.4423,rating_choice,1
2747,NA,NA,31,,Higher Degree,1629583000237,281,female,6,Italian,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+3,NA,NA,NA,NA,NA,Sat Aug 21 2021 23:56:13 GMT+0200 (Ora legale dell’Europa centrale),1629582973699, <br/><br/>Approximately 60% of the other participants who agree with you on your chosen issue chose to let the robber go.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.4423,moral_dilemma_2A,1
2747,NA,NA,31,,Higher Degree,1629583000237,281,female,s1,Italian,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Sat Aug 21 2021 23:56:13 GMT+0200 (Ora legale dell’Europa centrale),1629582973699,NA,NA,0.4423,understanding_choice,1
2747,,5594,31,,Higher Degree,1629583000237,281,female,NA,Italian,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,1,NA,NA,NA,NA,NA,Sat Aug 21 2021 23:56:13 GMT+0200 (Ora legale dell’Europa centrale),1629582973699,NA,NA,0.4423,emotions_fake,1
2746,NA,NA,22,,Graduated College,1629582629636,281,female,s3,German,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Vaccine against Covid-19,NA,NA,NA,NA,NA,Sat Aug 21 2021 23:50:03 GMT+0200 (Central European Summer Time),1629582603663,NA,NA,0.43288333333333334,sentence_customized,1
2746,NA,NA,22,,Graduated College,1629582629636,281,female,NA,German,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+5,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sat Aug 21 2021 23:50:03 GMT+0200 (Central European Summer Time),1629582603663,NA,NA,0.43288333333333334,rating_choice,1
2746,NA,NA,22,,Graduated College,1629582629636,281,female,6,German,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+3,NA,NA,NA,NA,NA,Sat Aug 21 2021 23:50:03 GMT+0200 (Central European Summer Time),1629582603663, <br/><br/>Approximately 60% of the other participants who agree with you on  your chosen issue chose to let the robber go. <br/><br/> Approximately 85% of participants in a previous study who disagreed with you on  your chosen issue chose to report the robber.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.43288333333333334,moral_dilemma_2A,1
